,id,title,authors,published,summary,generated_summary
10,2407.06853v1,"TimeTravel: Real-time Timing Drift Attack on System Time Using Acoustic
  Waves",Jianshuo Liu; Hong Li; Haining Wang; Mengjie Sun; Hui Wen; Jinfa Wang; Limin Sun,2024-07-09 13:41:46,"Real-time Clock (RTC) has been widely used in various real-time systems to provide precise system time. In this paper, we reveal a new security vulnerability of the RTC circuit, where the internal storage time or timestamp can be arbitrarily modified forward or backward. The security threat of dynamic modifications of system time caused by this vulnerability is called TimeTravel. Based on acoustic resonance and piezoelectric effects, TimeTravel applies acoustic guide waves to the quartz crystal, thereby adjusting the characteristics of the oscillating signal transmitted into the RTC circuit. By manipulating the parameters of acoustic waves, TimeTravel can accelerate or decelerate the timing speed of system time at an adjustable rate, resulting in the relative drift of the timing, which can pose serious safety threats. To assess the severity of TimeTravel, we examine nine modules and two commercial devices under the RTC circuit. The experimental results show that TimeTravel can drift system time forward and backward at a chosen speed with a maximum 93% accuracy. Our analysis further shows that TimeTravel can maintain an attack success rate of no less than 77% under environments with typical obstacle items.","以下是文章的摘要：

文章揭露了一种关于实时钟（RTC）宿主库存时或时间戳可以被任意修改的新的安全漏洞，这种漏洞称为 TimeTravel。TimeTravel通过使用声学共振和磁电效果，使用声学引导波调整石英晶体的振动信号，从而调整系统时间的计时速度。实验结果表明，TimeTravel可以在chosen速度下.drift系统时间，攻击成功率高达93%。此外，TimeTravel在典型的障碍物环境下也可以保持至少77%的攻击成功率。"
11,2407.06855v1,"Performance Evaluation of Knowledge Graph Embedding Approaches under
  Non-adversarial Attacks",Sourabh Kapoor; Arnab Sharma; Michael Röder; Caglar Demir; Axel-Cyrille Ngonga Ngomo,2024-07-09 13:42:14,"Knowledge Graph Embedding (KGE) transforms a discrete Knowledge Graph (KG) into a continuous vector space facilitating its use in various AI-driven applications like Semantic Search, Question Answering, or Recommenders. While KGE approaches are effective in these applications, most existing approaches assume that all information in the given KG is correct. This enables attackers to influence the output of these approaches, e.g., by perturbing the input. Consequently, the robustness of such KGE approaches has to be addressed. Recent work focused on adversarial attacks. However, non-adversarial attacks on all attack surfaces of these approaches have not been thoroughly examined. We close this gap by evaluating the impact of non-adversarial attacks on the performance of 5 state-of-the-art KGE algorithms on 5 datasets with respect to attacks on 3 attack surfaces-graph, parameter, and label perturbation. Our evaluation results suggest that label perturbation has a strong effect on the KGE performance, followed by parameter perturbation with a moderate and graph with a low effect.","这篇文章的摘要是：

知识图嵌入(Knowledge Graph Embedding)将知识图变换为连续向量空间，用于语义搜索、问答和推荐等应用。但是，这些方法假设知识图中的所有信息都是正确的，这使得攻击者可以影响这些方法的输出。因此，需要 adres 实现在知识图嵌入中的鲁棒性。近期研究主要集中在攻击上，但还没有完整地涵盖这些方法的所有攻击面。该paper填补了这个gap，评估了5种state-of-the-art KGE算法在5个数据集中的性能，对于3种攻击面（图形、参数、标签扰动）进行了评估。结果表明，标签扰动对KGE性能的影响最强，参数扰动具有中等影响，而图形扰动的影响最弱。"
12,2407.06911v1,Differentially Private Multiway and $k$-Cut,Rishi Chandra; Michael Dinitz; Chenglin Fan; Zongrui Zou,2024-07-09 14:46:33,"In this paper, we address the challenge of differential privacy in the context of graph cuts, specifically focusing on the minimum $k$-cut and multiway cut problems. We introduce edge-differentially private algorithms that achieve nearly optimal performance for these problems.   For the multiway cut problem, we first provide a private algorithm with a multiplicative approximation ratio that matches the state-of-the-art non-private algorithm. We then present a tight information-theoretic lower bound on the additive error, demonstrating that our algorithm on weighted graphs is near-optimal for constant $k$. For the minimum $k$-cut problem, our algorithms leverage a known bound on the number of approximate $k$-cuts, resulting in a private algorithm with optimal additive error $O(k\log n)$ for fixed privacy parameter. We also establish a information-theoretic lower bound that matches this additive error. Additionally, we give an efficient private algorithm for $k$-cut even for non-constant $k$, including a polynomial-time 2-approximation with an additive error of $\widetilde{O}(k^{1.5})$.","这篇文章主要讨论了图形切分（Graph Cuts）中的差异隱私（Differential Privacy）挑战，并提出了 nearly optimal 性能的边缘隱私算法 สำหร杰k-cut和多路切分问题。

对多路切分问题，文章首先提出了一个私有算法，该算法的乘法近似比（Multiplicative Approximation Ratio）与当前非私有算法一致。此外，文章还提供了关于加法误差的严格信息理论下限，表明了我们的算法在_weighted graphs_中对 constant $k$ 的近最优性。

对于最小 $k$-cut 问题，文章的算法利用了对近似$k$-cuts 的数量的已知界，因此可以在固定隐私参数下获得 $O(k\log n)$ 的私有算法对应的加法误差。此外，文章还提供了一致的信息理论下限 对于固定隐私参数的私有算法加法误差。

最后，文章还给出了一个高效的私有算法 对于 non-constant $k$ 的 $k$-cut 问题，证明了双线性近似算法（2-approximation）有一个加法误差为 $\widetilde{O}(k^{1.5})$。"
13,2407.06942v1,An Improved Two-Step Attack on CRYSTALS-Kyber,Kai Wang; Dejun Xu; Jing Tian,2024-07-09 15:19:09,"After three rounds of post-quantum cryptography (PQC) strict evaluations conducted by the national institute of standards and technology (NIST), CRYSTALS-Kyber has successfully been selected and drafted for standardization from the mid of 2022. It becomes urgent to further evaluate Kyber's physical security for the upcoming deployment phase. In this paper, we present an improved two-step attack on Kyber to quickly recover the full secret key, s, by using much fewer energy traces and less time. In the first step, we use the correlation power analysis (CPA) attack to obtain a portion of guess values of s with a small number of energy traces. The CPA attack is enhanced by utilizing both the Pearson and Kendall's rank correlation coefficients and modifying the leakage model to improve the accuracy. In the second step, we adopt the lattice attack to recover s based on the results of CPA. The success rate is largely built up by constructing a trail-and-error method. We implement the proposed attack for the reference implementation of Kyber512 (4 128-value groups of s) on ARM Cortex-M4 and successfully recover a 128-value group of s in about 9 minutes using a 16-core machine. Additionally, in that case, we only cost at most 60 CPA guess values for a group and 15 power traces for a guess.","Here is a summary of the article in Chinese:

短评文章中介绍了CRYSTALS-Kyber对平成量密码（Post-Quantum Cryptography，PQC）的评估和选拔。然而，即将部署时，Kyber的物理安全性仍需要review。文章中提出了一种新型的两步攻击对Kyber进行攻击。首先，使用相互关联权度分析（Correlation Power Analysis，CPA）获得关于秘密密钥的部分猜测结果，然后使用立方体攻击来恢复秘密密钥。使用 Pearson 和 Kendall 的排名相关系数来提高 CPA 的准确性，并对泄露模型进行修改。实验结果表明，在 ARM Cortex-M4 上，拿走一个 16 核机器，约 9 分钟可以恢复一个 128 值组的秘密密钥，且仅需 60 个 CPA 猜测结果和 15 个能量痕迹。"
14,2407.06955v1,"ICLGuard: Controlling In-Context Learning Behavior for Applicability
  Authorization",Wai Man Si; Michael Backes; Yang Zhang,2024-07-09 15:35:06,"In-context learning (ICL) is a recent advancement in the capabilities of large language models (LLMs). This feature allows users to perform a new task without updating the model. Concretely, users can address tasks during the inference time by conditioning on a few input-label pair demonstrations along with the test input. It is different than the conventional fine-tuning paradigm and offers more flexibility. However, this capability also introduces potential issues. For example, users may use the model on any data without restriction, such as performing tasks with improper or sensitive content, which might violate the model policy or conflict with the model owner's interests. As a model owner, it is crucial to establish a mechanism to control the model's behavior under ICL, depending on the model owner's requirements for various content. To this end, we introduce the concept of ""applicability authorization"" tailored for LLMs, particularly for ICL behavior, and propose a simple approach, ICLGuard. It is a fine-tuning framework designed to allow the model owner to regulate ICL behavior on different data. ICLGuard preserves the original LLM and fine-tunes only a minimal set of additional trainable parameters to ""guard"" the LLM. Empirical results show that the guarded LLM can deactivate its ICL ability on target data without affecting its ICL ability on other data and its general functionality across all data.",本文讨论了大语言模型（LLMs）的新增功能：in-context learning（ICL）。ICL允许用户在模型未更新的情况下执行新的任务，只需在测试输入中提供少数输入-标签对示例。虽然ICL提供了可灵活性，但同时也带来了潜在问题，例如模型可能被用于任何数据，包括不恰当或敏感内容，从而违反模型策略或-owner interes्ट。为解决这个问题，作者提出了适用于LLMs的概念“applicability authorization”和ICLGuard，就是一个微调框架，允许模型所有者在不同数据上控制ICL行为。实验结果表明， guarded LLM可以在目标数据上禁用ICL能力，而不会影响其在其他数据上的ICL能力或总体功能。
15,2407.07054v1,"A Differentially Private Blockchain-Based Approach for Vertical
  Federated Learning",Linh Tran; Sanjay Chari; Md. Saikat Islam Khan; Aaron Zachariah; Stacy Patterson; Oshani Seneviratne,2024-07-09 17:20:49,"We present the Differentially Private Blockchain-Based Vertical Federal Learning (DP-BBVFL) algorithm that provides verifiability and privacy guarantees for decentralized applications. DP-BBVFL uses a smart contract to aggregate the feature representations, i.e., the embeddings, from clients transparently. We apply local differential privacy to provide privacy for embeddings stored on a blockchain, hence protecting the original data. We provide the first prototype application of differential privacy with blockchain for vertical federated learning. Our experiments with medical data show that DP-BBVFL achieves high accuracy with a tradeoff in training time due to on-chain aggregation. This innovative fusion of differential privacy and blockchain technology in DP-BBVFL could herald a new era of collaborative and trustworthy machine learning applications across several decentralized application domains.","Here is a summary of the article in Chinese:

我们的论文proposal了一种名为DP-BBVFL（Differentially Private Blockchain-Based Vertical Federated Learning）的算法，这种算法为基于区块链的应用程序提供了可靠性和隐私保护。DP-BBVFL使用智能合约将客户端的特征表示（embedding）聚合透明地。我们使用局部差分隐私来保护存储在区块链中的Embedding，保护原始数据不被泄露。我们提供了基于区块链的垂直联邦学习中第一次隐私保护的示例应用程序。我们的实验表明，DP-BBVFL在medical数据上的准确率很高，且由于区块链聚合會受到一定的训练时间影响。DP-BBVFL将不同领域的协作机器学习应用程序带入了一个新的时代。"
16,2407.07064v1,"Prompting Techniques for Secure Code Generation: A Systematic
  Investigation",Catherine Tony; Nicolás E. Díaz Ferreyra; Markus Mutas; Salem Dhiff; Riccardo Scandariato,2024-07-09 17:38:03,"Large Language Models (LLMs) are gaining momentum in software development with prompt-driven programming enabling developers to create code from natural language (NL) instructions. However, studies have questioned their ability to produce secure code and, thereby, the quality of prompt-generated software. Alongside, various prompting techniques that carefully tailor prompts have emerged to elicit optimal responses from LLMs. Still, the interplay between such prompting strategies and secure code generation remains under-explored and calls for further investigations. OBJECTIVE: In this study, we investigate the impact of different prompting techniques on the security of code generated from NL instructions by LLMs. METHOD: First we perform a systematic literature review to identify the existing prompting techniques that can be used for code generation tasks. A subset of these techniques are evaluated on GPT-3, GPT-3.5, and GPT-4 models for secure code generation. For this, we used an existing dataset consisting of 150 NL security-relevant code-generation prompts. RESULTS: Our work (i) classifies potential prompting techniques for code generation (ii) adapts and evaluates a subset of the identified techniques for secure code generation tasks and (iii) observes a reduction in security weaknesses across the tested LLMs, especially after using an existing technique called Recursive Criticism and Improvement (RCI), contributing valuable insights to the ongoing discourse on LLM-generated code security.","Here is a summary of the article in Chinese:

此研究的目的是探讨不同的(prompt)技术如何影响 Language Large Models(LLMs)根据自然语言(NL)指令生成的安全代码。作者通过系统文献综述识别了可用于代码生成任务的一些(prompt)技术，并在 GPT-3、GPT-3.5 和 GPT-4 模型上对其中的一些技术进行了评估。作者使用 existed于 150 个 NL 安全相关代码生成 PROMPT。结果表明，LLMs 中的(prompt)技术可以有效地减少安全弱点，特别是在使用一种叫做 Recursive Criticism and Improvement(RCI) 的技术时。"
17,2407.07066v2,"Explainable Hyperdimensional Computing for Balancing Privacy and
  Transparency in Additive Manufacturing Monitoring",Fardin Jalil Piran; Prathyush P. Poduval; Hamza Errahmouni Barkam; Mohsen Imani; Farhad Imani,2024-07-09 17:42:26,"In-situ sensing, in conjunction with learning models, presents a unique opportunity to address persistent defect issues in Additive Manufacturing (AM) processes. However, this integration introduces significant data privacy concerns, such as data leakage, sensor data compromise, and model inversion attacks, revealing critical details about part design, material composition, and machine parameters. Differential Privacy (DP) models, which inject noise into data under mathematical guarantees, offer a nuanced balance between data utility and privacy by obscuring traces of sensing data. However, the introduction of noise into learning models, often functioning as black boxes, complicates the prediction of how specific noise levels impact model accuracy. This study introduces the Differential Privacy-HyperDimensional computing (DP-HD) framework, leveraging the explainability of the vector symbolic paradigm to predict the noise impact on the accuracy of in-situ monitoring, safeguarding sensitive data while maintaining operational efficiency. Experimental results on real-world high-speed melt pool data of AM for detecting overhang anomalies demonstrate that DP-HD achieves superior operational efficiency, prediction accuracy, and robust privacy protection, outperforming state-of-the-art Machine Learning (ML) models. For example, when implementing the same level of privacy protection (with a privacy budget set at 1), our model achieved an accuracy of 94.43%, surpassing the performance of traditional models such as ResNet50 (52.30%), GoogLeNet (23.85%), AlexNet (55.78%), DenseNet201 (69.13%), and EfficientNet B2 (40.81%). Notably, DP-HD maintains high performance under substantial noise additions designed to enhance privacy, unlike current models that suffer significant accuracy declines under high privacy constraints.","Here is a summary of the article in Chinese:

ADDITIVE製造（AM）過程中，Through in-situ sensing and learning models, persistent defect issues can be addressed. However, this integration raises significant data privacy concerns, such as data leakage, sensor data compromise, and model inversion attacks, revealing critical details about part design, material composition, and machine parameters. Differential Privacy（DP）models can balance data utility and privacy by injecting noise into data. However, this noise affects learning model accuracy, making it difficult to predict. To address this issue, the DP-HD framework is introduced, using the vector symbolic paradigm to predict the impact of noise on accuracy while safeguarding sensitive data. Experimental results on real-world high-speed melt pool data of AM demonstrate that DP-HD achieves superior operational efficiency, prediction accuracy, and robust privacy protection, outperforming state-of-the-art Machine Learning（ML）models."
18,2407.07166v1,"UEFI Vulnerability Signature Generation using Static and Symbolic
  Analysis",Md Shafiuzzaman; Achintya Desai; Laboni Sarker; Tevfik Bultan,2024-07-09 18:08:49,"Since its major release in 2006, the Unified Extensible Firmware Interface (UEFI) has become the industry standard for interfacing a computer's hardware and operating system, replacing BIOS. UEFI has higher privileged security access to system resources than any other software component, including the system kernel. Hence, identifying and characterizing vulnerabilities in UEFI is extremely important for computer security. However, automated detection and characterization of UEFI vulnerabilities is a challenging problem. Static vulnerability analysis techniques are scalable but lack precision (reporting many false positives), whereas symbolic analysis techniques are precise but are hampered by scalability issues due to path explosion and the cost of constraint solving. In this paper, we introduce a technique called STatic Analysis guided Symbolic Execution (STASE), which integrates both analysis approaches to leverage their strengths and minimize their weaknesses. We begin with a rule-based static vulnerability analysis on LLVM bitcode to identify potential vulnerability targets for symbolic execution. We then focus symbolic execution on each target to achieve precise vulnerability detection and signature generation. STASE relies on the manual specification of reusable vulnerability rules and attacker-controlled inputs. However, it automates the generation of harnesses that guide the symbolic execution process, addressing the usability and scalability of symbolic execution, which typically requires manual harness generation to reduce the state space. We implemented and applied STASE to the implementations of UEFI code base. STASE detects and generates vulnerability signatures for 5 out of 9 recently reported PixieFail vulnerabilities and 13 new vulnerabilities in Tianocore's EDKII codebase.","Here is a summary of the article in Chinese:

从2006年开始，统一可扩展firmware接口（UEFI）成为计算机硬件和操作系统之间的标准接口，取代BIOS。UEFI具有更高的系统资源访问权限ヌuany other software component, including the system kernel。因此，鉴定和 characterize UEFI vulnerabilities 对于计算机安全非常重要。然而，自动检测和 characterizing UEFI vulnerabilities 是一个挑战性问题。静态 vulnerability análisis技术是可扩展的，但缺乏精度（报告许多假阳性），而象形分析技术是精准的，但受path explosion和约束解决方案的成本所限。在本文中，我们介绍了一种技术_called STatic Analysis guided Symbolic Execution（STASE），将两种分析方法集成，以发挥其优势和最小化其劣势。首先，在LLVM bitcode上使用规则定制的静态 vulnerability analysisRecognition来识别潜在的漏洞目标，then focus symbolic execution on each target to achieve precise vulnerability detection and signature generation。 STASE基于可重复的漏洞规则和攻击者控制的输入，但自动化Generates监管 harnesses，解决symbolic execution的可用性和可扩展性问题。我们实现并应用STASE到UEFI代码库的实现中。STASE detect和generateavailability签名出5 out of 9 recently reported PixieFail vulnerabilities和13 new vulnerabilities in Tianocore's EDKII codebase。"
19,2407.07205v1,"The Emperor is Now Clothed: A Secure Governance Framework for Web User
  Authentication through Password Managers",Ali Cherry; Konstantinos Barmpis; Siamak F. Shahandashti,2024-07-09 19:49:49,"Existing approaches to facilitate the interaction between password managers and web applications fall short of providing adequate functionality and mitigation strategies against prominent attacks. HTML Autofill is not sufficiently expressive, Credential Management API does not support browser extension password managers, and other proposed solutions do not conform to established user mental models. In this paper, we propose Berytus, a browser-based governance framework that mediates the interaction between password managers and web applications. Two APIs are designed to support Berytus acting as an orchestrator between password managers and web applications. An implementation of the framework in Firefox is developed that fully supports registration and authentication processes. As an orchestrator, Berytus is able to authenticate web applications and facilitate authenticated key exchange between web applications and password managers, which as we show, can provide effective mitigation strategies against phishing, cross-site scripting, inline code injection (e.g., by a malicious browser extension), and TLS proxy in the middle attacks, whereas existing mitigation strategies such as Content Security Policy and credential tokenisation are only partially effective. The framework design also provides desirable functional properties such as support for multi-step, multi-factor, and custom authentication schemes. We provide a comprehensive security and functionality evaluation and discuss possible future directions.","本文的摘要是：

本文提出了浏览器中的一种新框架Berytus，旨在加强密码管理器和 web 应用程序之间的交互。该框架设计了两个 API，以便在浏览器中ْف达到密码管理器和 web 应用程序之间的协作。实际上，在 Firefox 中实现了该框架的注册和认证过程。Berytus 作为调协员，可以认证 web 应用程序，并使它们之间实现加密的密钥交换，这可以有效地防止 phishing、跨站脚本、inline 代码注入和 TLS 代理中间攻击。相比之下，现有的安全策略，如内容安全策略和Credential tokenisation，仅部分有效。该框架设计还具有多步、多因素和自定义认证方案的支持性功能。"
20,2407.07221v1,"Tracing Back the Malicious Clients in Poisoning Attacks to Federated
  Learning",Yuqi Jia; Minghong Fang; Hongbin Liu; Jinghuai Zhang; Neil Zhenqiang Gong,2024-07-09 20:35:36,"Poisoning attacks compromise the training phase of federated learning (FL) such that the learned global model misclassifies attacker-chosen inputs called target inputs. Existing defenses mainly focus on protecting the training phase of FL such that the learnt global model is poison free. However, these defenses often achieve limited effectiveness when the clients' local training data is highly non-iid or the number of malicious clients is large, as confirmed in our experiments. In this work, we propose FLForensics, the first poison-forensics method for FL. FLForensics complements existing training-phase defenses. In particular, when training-phase defenses fail and a poisoned global model is deployed, FLForensics aims to trace back the malicious clients that performed the poisoning attack after a misclassified target input is identified. We theoretically show that FLForensics can accurately distinguish between benign and malicious clients under a formal definition of poisoning attack. Moreover, we empirically show the effectiveness of FLForensics at tracing back both existing and adaptive poisoning attacks on five benchmark datasets.","Here is a summary of the article in Chinese:

 Federated Learning（FL）中的 Poisoning攻擊種植業訓練階段，從而導致全球模型誤分攻擊者選擇的輸入稱為目標輸入。目前的防禦針對FL的訓練階段，以確保學習到的全球模型不受毒害。然而，這些防禦措施通常在客戶的本地訓練數據非常不一致或惡意客戶عداد很大時，表現不佳，這在我們的實驗中經證實。在這篇文章中，我們提出FLForensics，FL中第一個Poison-Forensics方法。FLForensics补充現有的.training期防禦措施。在特定情況下，如果training期防禦措施失敗，Deployment了毒害的全球模型，FLForensics旨在追溯到執行攻擊的惡意客戶 Ridley了一個誤分的目標輸入後。理论上，我們證明FLForensics可以在毒害攻擊的公式定義下精確區分善良和惡意客戶。此外，小平German面對五個基准數據集進行實驗證明FLForensics的有效性。"
21,2407.07237v1,"The Quantum Imitation Game: Reverse Engineering of Quantum Machine
  Learning Models",Archisman Ghosh; Swaroop Ghosh,2024-07-09 21:35:19,"Quantum Machine Learning (QML) amalgamates quantum computing paradigms with machine learning models, providing significant prospects for solving complex problems. However, with the expansion of numerous third-party vendors in the Noisy Intermediate-Scale Quantum (NISQ) era of quantum computing, the security of QML models is of prime importance, particularly against reverse engineering, which could expose trained parameters and algorithms of the models. We assume the untrusted quantum cloud provider is an adversary having white-box access to the transpiled user-designed trained QML model during inference. Reverse engineering (RE) to extract the pre-transpiled QML circuit will enable re-transpilation and usage of the model for various hardware with completely different native gate sets and even different qubit technology. Such flexibility may not be obtained from the transpiled circuit which is tied to a particular hardware and qubit technology. The information about the number of parameters, and optimized values can allow further training of the QML model to alter the QML model, tamper with the watermark, and/or embed their own watermark or refine the model for other purposes. In this first effort to investigate the RE of QML circuits, we perform RE and compare the training accuracy of original and reverse-engineered Quantum Neural Networks (QNNs) of various sizes. We note that multi-qubit classifiers can be reverse-engineered under specific conditions with a mean error of order 1e-2 in a reasonable time. We also propose adding dummy fixed parametric gates in the QML models to increase the RE overhead for defense. For instance, adding 2 dummy qubits and 2 layers increases the overhead by ~1.76 times for a classifier with 2 qubits and 3 layers with a performance overhead of less than 9%. We note that RE is a very powerful attack model which warrants further efforts on defenses.","摘要：

本文探讨了量子机器学习(QML)模型的安全性problem，关注point是反向工程攻击RE的可能性。作者假设了不受信任的量子云服务提供商为攻击者，拥有对已经编译的、用户设计的QML模型的白盒访问权限。文章证明了RE可以成功地提取QML电路，且可以在不同的硬件和qubit技术中重新编译模型。作者还提出了添加虚拟固定的参数门控门来增加RE成本的防御方法。总之，RE是一种强大的攻击模型，需要进一步的防御措施。"
22,2407.07262v1,Differential privacy and Sublinear time are incompatible sometimes,Jeremiah Blocki; Hendrik Fichtenberger; Elena Grigorescu; Tamalika Mukherjee,2024-07-09 22:33:57,"Differential privacy and sublinear algorithms are both rapidly emerging algorithmic themes in times of big data analysis. Although recent works have shown the existence of differentially private sublinear algorithms for many problems including graph parameter estimation and clustering, little is known regarding hardness results on these algorithms. In this paper, we initiate the study of lower bounds for problems that aim for both differentially-private and sublinear-time algorithms. Our main result is the incompatibility of both the desiderata in the general case. In particular, we prove that a simple problem based on one-way marginals yields both a differentially-private algorithm, as well as a sublinear-time algorithm, but does not admit a ``strictly'' sublinear-time algorithm that is also differentially private.","本文总结：

在大数据分析中，差 privacy 和子线性算法是一些最新的演进主题。although 相关研究已经证明了大量问题，如图形参数估计和聚类分析中存在不同的私有子线性算法，但是这些问题的困难结果是较少知晓的。在本文中，我们开始研究这类算法的下限结果。我们的主要结果是指出在一般情况下，满足差隐私和子线性算法的困难性是不可达的。特别是，我们证明了基于一向 magginals 的简单问题既有差隐私算法也有子线性算法，但无法同时达到“严格”子线性算法和差隐私特征。"
